sent_id	token_id	form	upos
413	4	ayrim	ADJ
413	5	o‘simliklar	NOUN
413	6	boshqa	ADJ
413	7	o‘simliklarda	NOUN
413	8	parazitlik+qilib	VERB
413	9	hayot+kechiradi	VERB
413	10	.	PUNCT
414	1	Masalan	MOD
414	2	,	PUNCT
414	3	zarpechak	NOUN
414	4	,	PUNCT
414	5	shumg‘iya	NOUN
414	6	,	PUNCT
414	7	raffleziya	NOUN
414	8	kabi	ADP
414	9	o‘simliklar	NOUN
414	10	parazit	ADJ
414	11	organizmlardir	NOUN
414	12	.	PUNCT
415	1	URUG‘LI	ADJ
415	2	O‘SIMLIKLAR	NOUN
415	3	YANGI	ADJ
415	4	BILIMLARNI	NOUN
415	5	KASHF+ETAMIZ	VERB
415	6	.	PUNCT
416	1	Urug‘li	ADJ
416	2	o‘simliklar	NOUN
416	3	sporali	ADJ
416	4	o‘simliklardan	NOUN
416	5	farq+qilib	VERB
416	6	,	PUNCT
416	7	ko‘payish	VERB
416	8	uchun	ADP
416	9	urug‘larini	NOUN
416	10	tarqatadi	VERB
416	11	.	PUNCT
417	1	Urug‘da	NOUN
417	2	yosh	ADJ
417	3	o‘simlik	NOUN
417	4	unib+chiqishi	VERB
417	5	uchun	ADP
417	6	zarur+bo‘lgan	VERB
417	7	oziq	NOUN
417	8	moddalar	NOUN
417	9	zaxirasi	NOUN
417	10	mavjud	MOD
417	11	.	PUNCT
418	1	Bundantashqari	MOD
418	2	,	PUNCT
418	3	urug‘	NOUN
418	4	ichida	ADP
418	5	joylashgan	VERB
418	6	o‘simlik	NOUN
418	7	murtagi	NOUN
418	8	atrof-muhitning	NOUN
418	9	salbiy	ADJ
418	10	ta’siridan	NOUN
418	11	himoyalangan	VERB
418	12	.	PUNCT
419	1	Bu	PRON
419	2	moslanishlar	NOUN
419	3	urug‘li	ADJ
419	4	o‘simliklarning	NOUN
419	5	yashab+qolish	VERB
419	6	imkoniyatlarini	NOUN
419	7	oshiradi	VERB
419	8	.	PUNCT
420	1	ORGANIZMLARNING	NOUN
420	2	OZIQLANISHI	VERB
420	3	.	PUNCT
421	1	YANGI	ADJ
421	2	BILIMLARNI	NOUN
421	3	KASHF+ETAMIZ	VERB
421	4	.	PUNCT
422	1	Barcha	PRON
422	2	tirik	ADJ
422	3	organizmlar	NOUN
422	4	bilan	ADP
422	5	atrof-muhit	NOUN
422	6	o‘rtasida	ADP
422	7	uzluksiz	ADJ
422	8	modda	NOUN
422	9	va	CCONJ
422	10	energiya	NOUN
422	11	almashinuvi	VERB
422	12	sodir+bo‘ladi	VERB
422	13	.	PUNCT
423	1	Tirik	ADJ
423	2	organizmlardagi	NOUN
423	3	hayotiy	ADJ
423	4	jarayonlar	NOUN
423	5	,	PUNCT
423	6	ya’ni	SCONJ
423	7	hujayralardagi	NOUN
423	8	organik	ADJ
423	9	moddalar	NOUN
423	10	sintezi	NOUN
423	11	,	PUNCT
423	12	membrana	NOUN
423	13	orqali	ADP
423	14	moddalar	NOUN
423	15	transporti	NOUN
423	16	,	PUNCT
423	17	hujayralarning	NOUN
423	18	o‘sishi	VERB
423	19	va	CCONJ
423	20	bo‘linishi	VERB
423	21	,	PUNCT
423	22	to‘qima	NOUN
423	23	va	CCONJ
423	24	organlar	NOUN
423	25	faoliyati	NOUN
423	26	,	PUNCT
423	27	tana	NOUN
423	28	harorati	NOUN
423	29	doimiyligini	NOUN
423	30	saqlash	VERB
423	31	uchun	ADP
423	32	energiya	NOUN
423	33	zarur	AUX
423	34	.	PUNCT
424	1	LOYIHA	NOUN
424	2	ISHI	NOUN
424	3	.	PUNCT
425	1	MINERAL	ADJ
425	2	O‘G‘ITLARNING	NOUN
425	3	O‘SIMLIK	NOUN
425	4	RIVOJIGA	NOUN
425	5	ta’SIRINI	NOUN
425	6	O‘RGANISH	VERB
425	7	.	PUNCT
426	1	O‘simliklarning	NOUN
426	2	o‘sishi	VERB
426	3	va	CCONJ
426	4	rivojlanishiga	VERB
426	5	minerallarning	NOUN
426	6	ta’sirini	NOUN
426	7	o‘rganish	VERB
426	8	.	PUNCT
427	1	O‘simliklar	NOUN
427	2	suvda	NOUN
427	3	erigan	VERB
427	4	mineral	NOUN
427	5	moddalarni	NOUN
427	6	tuproqdan	NOUN
427	7	shimib+oladi	VERB
427	8	.	PUNCT
428	1	NAFAS+OLISHNING	VERB
428	2	MOHIYATI	NOUN
428	3	.	PUNCT
429	1	O‘SIMLIKLARNING	NOUN
429	2	NAFAS+OLISHI	VERB
429	3	.	PUNCT
430	1	YANGI	ADJ
430	2	BILIMLARNI	NOUN
430	3	KASHF+ETAMIZ	VERB
430	4	.	PUNCT
431	1	Tirik	ADJ
431	2	organizmlar	NOUN
431	3	oziq	NOUN
431	4	sifatida	ADP
431	5	o‘zlashtirgan	VERB
431	6	oqsil	NOUN
431	7	,	PUNCT
431	8	yog‘	NOUN
431	9	va	CCONJ
431	10	uglevodlar	NOUN
431	11	oddiy	ADJ
431	12	moddalarga	NOUN
431	13	parchalanadi	VERB
431	14	.	PUNCT
432	1	ODAM	NOUN
432	2	VA	CCONJ
432	3	HAYVONLARNING	NOUN
432	4	NAFAS+OLISHI	VERB
432	5	.	PUNCT
433	1	YANGI	ADJ
433	2	BILIMLARNI	NOUN
433	3	KASHF+ETAMIZ	VERB
433	4	.	PUNCT
434	1	Nafas+olish	VERB
434	2	muhim	ADJ
434	3	fiziologik	ADJ
434	4	jarayon	NOUN
434	5	bo‘lib	VERB
434	6	tirik	ADJ
434	7	organizmlarning	NOUN
434	8	eng	ADV
434	9	ahamiyatli	ADJ
434	10	xususiyatidir	NOUN
434	11	.	PUNCT
435	1	Hayvonlar	NOUN
435	2	ham	PART
435	3	nafas+olish	VERB
435	4	jarayonida	NOUN
435	5	barcha	PRON
435	6	tirik	ADJ
435	7	organizmlar	NOUN
435	8	singari	ADP
435	9	kislorod	NOUN
435	10	qabul+qilib	VERB
435	11	,	PUNCT
435	12	karbonat+angidrid	NOUN
435	13	ajratadi	VERB
435	14	.	PUNCT
436	1	Nafas+olish	VERB
436	2	jarayonida	NOUN
436	3	qabul+qilingan	VERB
436	4	kislorod	NOUN
436	5	oziq	NOUN
436	6	moddalarning	NOUN
436	7	parchalanish	VERB
436	8	jarayonida	NOUN
436	9	ishtirok+etadi	VERB
436	10	.	PUNCT
437	1	LABORATORIYA	NOUN
437	2	MASHG‘ULOTI	NOUN
437	3	.	PUNCT
438	1	O‘SIMLIKLARNING	NOUN
438	2	NAFAS+OLISHINI	VERB
438	3	O‘RGANISH	VERB
438	4	.	PUNCT
439	1	O‘SIMLIKLARDA	NOUN
439	2	MODDALAR	NOUN
439	3	TRANSPORTI	NOUN
439	4	.	PUNCT
440	1	YANGI	ADJ
440	2	BILIMLARNI	NOUN
440	3	KASHF+ETAMIZ	VERB
440	4	.	PUNCT
441	1	LABORATORIYA	NOUN
441	2	MASHG‘ULOTI	NOUN
441	3	.	PUNCT
442	1	AYIRISH	VERB
442	2	.	PUNCT
443	1	YANGI	ADJ
443	2	BILIMLARNI	NOUN
443	3	KASHF+ETAMIZ	VERB
443	4	.	PUNCT
444	1	Ayirishning	VERB
444	2	organizmlar	NOUN
444	3	hayotidagi	NOUN
444	4	ahamiyati	NOUN
444	5	.	PUNCT
445	1	ODAM	NOUN
445	2	VA	CCONJ
445	3	HAYVONLARNING	NOUN
445	4	AYIRISHI	VERB
445	5	.	PUNCT
446	1	Tirik	ADJ
446	2	organizmlar	NOUN
446	3	o‘z	PRON
446	4	hayot	NOUN
446	5	faoliyatini	NOUN
446	6	saqlab+turishi	VERB
446	7	uchun	ADP
446	8	doimiy	ADJ
446	9	ravishda	ADP
446	10	energiya	NOUN
446	11	kerak	MOD
446	12	.	PUNCT
447	1	Energiya	NOUN
447	2	nafas+olish	VERB
447	3	jarayonida	NOUN
447	4	oziq	NOUN
447	5	moddalarning	NOUN
447	6	parchalanishi	VERB
447	7	natijasida	ADP
447	8	ajralib+chiqadi	VERB
447	9	.	PUNCT
448	1	Moddalar	NOUN
448	2	almashinuvi	VERB
448	3	jarayonida	NOUN
448	4	organizmlarda	NOUN
448	5	keraksiz	ADJ
448	6	moddalar	NOUN
448	7	ham	PART
448	8	hosil+bo‘ladi	VERB
448	9	.	PUNCT
449	1	Bunday	PRON
449	2	moddalarni	NOUN
449	3	organizmdan	NOUN
449	4	tashqi	ADJ
449	5	muhitga	NOUN
449	6	chiqarib+yuborish	VERB
449	7	ayirish	VERB
449	8	deb	SCONJ
449	9	ataladi	VERB
449	10	.	PUNCT
450	1	TIRIK	ADJ
450	2	ORGANIZMLARNING	NOUN
450	3	HARAKATLANISHI	VERB
450	4	.	PUNCT
451	1	YANGI	ADJ
451	2	BILIMLARNI	NOUN
451	3	KASHF+ETAMIZ	VERB
451	4	.	PUNCT
452	1	Taksis	NOUN
452	2	,	PUNCT
452	3	tropizm	NOUN
452	4	,	PUNCT
452	5	nastiya	NOUN
452	6	.	PUNCT
453	1	Harakatlanish	VERB
453	2	tirik	ADJ
453	3	organizmlar	NOUN
453	4	uchun	ADP
453	5	xos+bo‘lgan	VERB
453	6	muhim	ADJ
453	7	xususiyatlardan	NOUN
453	8	biridir	NUM
453	9	.	PUNCT
454	1	Barcha	PRON
454	2	tirik	ADJ
454	3	organizmlar	NOUN
454	4	muntazam	ADV
454	5	harakatda	NOUN
454	6	bo‘ladi	VERB
454	7	.	PUNCT
455	1	O‘simliklar	NOUN
455	2	passiv	ADJ
455	3	,	PUNCT
455	4	hayvonlar	NOUN
455	5	esa	CCONJ
455	6	faol	ADJ
455	7	harakat+qiladi	VERB
455	8	.	PUNCT
456	1	Hayvonlar	NOUN
456	2	o‘ziga	PRON
456	3	oziq	NOUN
456	4	topish	VERB
456	5	va	CCONJ
456	6	xavf-xatardan	NOUN
456	7	saqlanishi	VERB
456	8	uchun	ADP
456	9	faol	ADJ
456	10	harakatda	NOUN
456	11	bo‘lishi	VERB
456	12	zarur	AUX
456	13	.	PUNCT
457	1	Atrof-muhit	NOUN
457	2	sharoiti	NOUN
457	3	o‘zgarganda	VERB
457	4	hayvonlar	NOUN
457	5	bir	NUM
457	6	joydan	NOUN
457	7	ikkinchi	NUM
457	8	joyga	NOUN
457	9	faol	ADJ
457	10	harakat+qilish	VERB
457	11	orqali	ADP
457	12	ko‘chib+o‘tadilar	VERB
457	13	.	PUNCT
458	1	LOYIHA	NOUN
458	2	ISHI	NOUN
458	3	.	PUNCT
459	1	O‘SIMLIKLARDA	NOUN
459	2	FOTOTROPIZM	NOUN
459	3	,	PUNCT
459	4	FOTONASTIYA	NOUN
459	5	,	PUNCT
459	6	GEOTROPIZM	NOUN
459	7	HODISALARINI	NOUN
459	8	KUZATISH	VERB
459	9	.	PUNCT
460	1	O‘simliklarda	NOUN
460	2	sodir+bo‘ladigan	VERB
460	3	fototropizm	NOUN
460	4	hodisasini	NOUN
460	5	kuzatish	VERB
460	6	.	PUNCT
461	1	O‘simliklarda	NOUN
461	2	musbat	ADJ
461	3	va	CCONJ
461	4	manfiy	ADJ
461	5	tropizm	NOUN
461	6	hodisalari	NOUN
461	7	yuz+beradi	VERB
461	8	.	PUNCT
462	1	O‘simlik	NOUN
462	2	organlarining	NOUN
462	3	ta’sir+etuvchi	VERB
462	4	omil	NOUN
462	5	tomon	ADP
462	6	yo‘nalgan	VERB
462	7	holda	ADP
462	8	o‘sishi	VERB
462	9	musbat	ADJ
462	10	,	PUNCT
462	11	omilga	NOUN
462	12	nisbatan	ADP
462	13	teskari	ADJ
462	14	yo‘nalishda	VERB
462	15	o‘sishi	VERB
462	16	esa	CCONJ
462	17	manfiy	ADJ
462	18	tropizm	NOUN
462	19	orqali	ADP
462	20	namoyon+bo‘ladi	VERB
462	21	.	PUNCT
463	1	O‘simliklar	NOUN
463	2	hayotida	NOUN
463	3	tropizmlar	NOUN
463	4	muhim	ADJ
463	5	amaliy	ADJ
463	6	ahamiyat+kasb+etadi	VERB
463	7	.	PUNCT
464	1	ORGANIZMLARNING	NOUN
464	2	KO‘PAYISHI	VERB
464	3	.	PUNCT
465	1	YANGI	ADJ
465	2	BILIMLARNI	NOUN
465	3	KASHF+ETAMIZ	VERB
465	4	.	PUNCT
466	1	Ko‘payish	VERB
466	2	organizmlarning	NOUN
466	3	o‘ziga	PRON
466	4	o‘xshaganlarni	VERB
466	5	yarata+olish	VERB
466	6	xususiyatidir	NOUN
466	7	.	PUNCT
467	1	Ota-ona	NOUN
467	2	belgi	NOUN
467	3	va	CCONJ
467	4	xususiyatlarining	NOUN
467	5	avlodlarda	NOUN
467	6	namoyon+bo‘lishi	VERB
467	7	irsiyat	NOUN
467	8	tufayli	ADP
467	9	amalga+oshadi	VERB
467	10	.	PUNCT
468	1	Yangi	ADJ
468	2	avlodning	NOUN
468	3	ayrim	ADJ
468	4	belgilari	NOUN
468	5	bilan	ADP
468	6	ota-onadan	NOUN
468	7	farq+qilishi	VERB
468	8	esa	CCONJ
468	9	o‘zgaruvchanlik	NOUN
468	10	deyiladi	VERB
468	11	.	PUNCT
469	1	BIOLOGIYA	NOUN
469	2	–	PUNCT
469	3	HAYOT	NOUN
469	4	HAQIDAGI	ADP
469	5	FAN	NOUN
469	6	.	PUNCT
470	1	MUAMMONI	NOUN
470	2	ANIQLAYMIZ	VERB
470	3	.	PUNCT
471	1	Fan	NOUN
471	2	nima	PRON
471	3	?	PUNCT
472	1	Barcha	PRON
472	2	bilimlarni	NOUN
472	3	ilmiy	ADJ
472	4	deyish	VERB
472	5	mumkinmi	AUX
472	6	?	PUNCT
473	1	YANGI	ADJ
473	2	BILIMLARNI	NOUN
473	3	KASHF+ETAMIZ	VERB
473	4	.	PUNCT
474	1	Tirik	ADJ
474	2	organizmlar	NOUN
474	3	tabiatning	NOUN
474	4	muhim	ADJ
474	5	qismidir	NOUN
474	6	.	PUNCT
475	1	TIRIK	ADJ
475	2	ORGANIZMLARNING	NOUN
475	3	XILMA-XILLIGI	NOUN
475	4	MUAMMONI	NOUN
475	5	ANIQLAYMIZ	VERB
475	6	.	PUNCT
476	1	Tirik	ADJ
476	2	organizmlarning	NOUN
476	3	har+qanday	PRON
476	4	klassifikatsiyasi	NOUN
476	5	ularning	PRON
476	6	tuzilishi	VERB
476	7	va	CCONJ
476	8	xususiyatlarini	NOUN
476	9	to‘liq	ADJ
476	10	tushunib+olishga	VERB
476	11	imkon+beradi	VERB
476	12	.	PUNCT
477	1	Tirik	ADJ
477	2	organizmlarni	NOUN
477	3	kelib+chiqishi	VERB
477	4	va	CCONJ
477	5	qarindoshligiga	NOUN
477	6	ko‘ra	ADP
477	7	klassifikatsiya+qilish	VERB
477	8	ularning	PRON
477	9	tuzilishi	VERB
477	10	va	CCONJ
477	11	xususiyatlarini	NOUN
477	12	to‘liq	ADJ
477	13	aks+ettiradi	VERB
477	14	.	PUNCT
478	1	Bu	PRON
478	2	fikrlarning	NOUN
478	3	har+biriga	PRON
478	4	o‘z	PRON
478	5	munosabatingizni	NOUN
478	6	bildiring	VERB
478	7	.	PUNCT
479	1	YANGI	ADJ
479	2	BILIMLARNI	NOUN
479	3	KASHF+ETAMIZ	VERB
479	4	.	PUNCT
480	1	MUAMMONI	NOUN
480	2	ANIQLAYMIZ	VERB
480	3	.	PUNCT
481	1	Tabiatda	NOUN
481	2	tirik	ADJ
481	3	organizmlarning	NOUN
481	4	turlari	NOUN
481	5	juda	ADV
481	6	ko‘p	ADV
481	7	.	PUNCT
482	1	Tirik	ADJ
482	2	organizmlar	NOUN
482	3	xilma-xilligining	NOUN
482	4	sababi	NOUN
482	5	nimada	PRON
482	6	deb	SCONJ
482	7	o‘ylaysiz	VERB
482	8	?	PUNCT
483	1	YANI	ADJ
483	2	BILIMLARNI	NOUN
483	3	KASHF+ETAMIZ	VERB
483	4	.	PUNCT
484	1	Bakteriyalar	NOUN
484	2	hamma	PRON
484	3	joyda	NOUN
484	4	yashaydi	VERB
484	5	.	PUNCT
485	1	Ularni	PRON
485	2	KROL	PRON
485	3	bir	NUM
485	4	tomchi	NOUN
485	5	suvda	NOUN
485	6	,	PUNCT
485	7	tuproqda	NOUN
485	8	,	PUNCT
485	9	suv	NOUN
485	10	havzalarida	NOUN
485	11	,	PUNCT
485	12	havoda	NOUN
485	13	,	PUNCT
485	14	o‘simlik	NOUN
485	15	,	PUNCT
485	16	hayvon	NOUN
485	17	va	CCONJ
485	18	odam	NOUN
485	19	tanasida	NOUN
485	20	,	PUNCT
485	21	oziq-ovqat	NOUN
485	22	mahsulotlarida	NOUN
485	23	,	PUNCT
485	24	hatto	PART
485	25	abadiy	ADJ
485	26	muzliklarda	NOUN
485	27	ham	PART
485	28	uchratish	VERB
485	29	mumkin	AUX
486	1	HUJAYRA	NOUN
486	2	–	PUNCT
486	3	TIRIK	ADJ
486	4	ORGANIZMLARNING	NOUN
486	5	TUZILISH	NOUN
486	6	BIRLIGI	NOUN
486	7	Tirik	ADJ
486	8	organizm	NOUN
486	9	hujayralarida	NOUN
486	10	uglerod	NOUN
486	11	,	PUNCT
486	12	vodorod	NOUN
486	13	,	PUNCT
486	14	kislorod	NOUN
486	15	va	CCONJ
486	16	azot	NOUN
486	17	barcha	PRON
486	18	kimyoviy	ADJ
486	19	elementlarning	NOUN
486	20	ko’p	ADV
486	21	qismini	NOUN
486	22	tashkil+etadi	VERB
486	23	.	PUNCT
487	1	Hujayrada	NOUN
487	2	kaliy	NOUN
487	3	,	PUNCT
487	4	natriy	NOUN
487	5	,	PUNCT
487	6	kalsiy	NOUN
487	7	,	PUNCT
487	8	xlor	NOUN
487	9	,	PUNCT
487	10	magniy	NOUN
487	11	,	PUNCT
487	12	temir	NOUN
487	13	,	PUNCT
487	14	fosfor	NOUN
487	15	va	CCONJ
487	16	oltingugurt	NOUN
487	17	elementlari	NOUN
487	18	mavjud	MOD
487	19	.	PUNCT
488	1	Qolgan	VERB
488	2	kimyoviy	ADJ
488	3	elementlar	NOUN
488	4	hujayralarda	NOUN
488	5	juda	ADV
488	6	oz	ADV
488	7	miqdorda	NOUN
488	8	bo‘ladi	VERB
488	9	.	PUNCT
489	1	Hujayra	NOUN
489	2	tarkibiga	NOUN
489	3	kiruvchi	VERB
489	4	har+bir	PRON
489	5	element	NOUN
489	6	muhim	ADJ
489	7	hayotiy	ADJ
489	8	jarayonlarni	NOUN
489	9	ta’minlaydi	VERB
489	10	.	PUNCT
490	1	Kimyoviy	ADJ
490	2	elementlar	NOUN
490	3	bir-biri	NOUN
490	4	bilan	ADP
490	5	bog‘lanib	VERB
490	6	,	PUNCT
490	7	anorganik	ADJ
490	8	va	CCONJ
490	9	organik	ADJ
490	10	moddalarni	NOUN
490	11	hosil+qiladi	VERB
490	12	.	PUNCT
491	1	TO‘QIMALAR	NOUN
491	2	YANGI	ADJ
491	3	BILIMLARNI	NOUN
491	4	KASHF+ETAMIZ	VERB
491	5	.	PUNCT
492	1	Tuzilishi	VERB
492	2	,	PUNCT
492	3	kelib+chiqishi	VERB
492	4	va	CCONJ
492	5	bajaradigan	VERB
492	6	vazifasi	NOUN
492	7	bir+xil+bo‘lgan	VERB
492	8	hujayralar	NOUN
492	9	va	CCONJ
492	10	hujayralararo	ADJ
492	11	moddalar	NOUN
492	12	yig‘indisi	NOUN
492	13	to‘qima	NOUN
492	14	deyiladi	VERB
492	15	.	PUNCT
493	1	Gistologiya	NOUN
493	2	to‘qimalarni	NOUN
493	3	o‘rganuvchi	ADJ
493	4	fan	NOUN
493	5	hisoblanadi	AUX
493	6	.	PUNCT
494	1	Ko‘p	ADV
494	2	hujayrali	ADJ
494	3	organizmlar	NOUN
494	4	,	PUNCT
494	5	ya’ni	SCONJ
494	6	o‘simlik	NOUN
494	7	,	PUNCT
494	8	hayvon	NOUN
494	9	,	PUNCT
494	10	shuningdek	MOD
494	11	,	PUNCT
494	12	odam	NOUN
494	13	organizmi	NOUN
494	14	ham	PART
494	15	to‘qimalardan	NOUN
494	16	tuzilgan	VERB
494	17	.	PUNCT
495	1	O‘simliklarda	NOUN
495	2	hosil+qiluvchi	ADJ
495	3	,	PUNCT
495	4	asosiy	ADJ
495	5	,	PUNCT
495	6	jamg‘aruvchi	ADJ
495	7	,	PUNCT
495	8	qoplovchi	ADJ
495	9	,	PUNCT
495	10	mexanik	ADJ
495	11	,	PUNCT
495	12	o‘tkazuvchi	ADJ
495	13	to‘qimalar	NOUN
495	14	mavjud	MOD
495	15	.	PUNCT
496	1	AMALIY	ADJ
496	2	MASHG‘ULOT	NOUN
496	3	Yirtqich	ADJ
496	4	sutemizuvchilar	NOUN
496	5	turkumiga	NOUN
496	6	ayiqsimonlar	NOUN
496	7	,	PUNCT
496	8	bo‘risimonlar	NOUN
496	9	,	PUNCT
496	10	mushuksimonlar	NOUN
496	11	,	PUNCT
496	12	suvsarsimonlar	NOUN
496	13	oilalari	NOUN
496	14	kiradi	VERB
496	15	.	PUNCT
497	1	Bo‘risimonlar	NOUN
497	2	oilasiga	NOUN
497	3	bo‘ri	NOUN
497	4	,	PUNCT
497	5	sirtlon	NOUN
497	6	,	PUNCT
497	7	chiyabo‘ri	NOUN
497	8	,	PUNCT
497	9	tulki	NOUN
497	10	kiradi	VERB
497	11	.	PUNCT
498	1	Ular	PRON
498	2	hidni	NOUN
498	3	juda	ADV
498	4	yaxshi	ADJ
498	5	sezgani	VERB
498	6	sababli	ADP
498	7	o‘ljasini	NOUN
498	8	ta’qib+qiladi	VERB
498	9	.	PUNCT
499	1	Bo‘rilar	NOUN
499	2	kechasi	ADV
499	3	gala+bo‘lib	VERB
499	4	ov+qiladi	VERB
499	5	.	PUNCT
500	1	UMURTQASIZ	ADJ
500	2	HAYVONLARNING	NOUN
500	3	XILMA-XILLIGI	NOUN
500	4	Hayvonot	NOUN
500	5	dunyosi	NOUN
500	6	vakillarini	NOUN
500	7	shartli	ADJ
500	8	ravishda	ADP
500	9	ikki	NUM
500	10	–	PUNCT
500	11	umurtqasizlar	ADJ
500	12	va	CCONJ
500	13	umurtqalilar	ADJ
500	14	guruhiga	NOUN
500	15	ajratish	VERB
500	16	mumkin	AUX
500	17	.	PUNCT
501	1	Knidariyalаr	NOUN
501	2	tipigа	NOUN
501	3	kiruvchi	VERB
501	4	bo‘shliqichlilarning	ADJ
501	5	tаnаsi	NOUN
501	6	rаdiаl	ADJ
501	7	simmеtriyaga	NOUN
501	8	ega	NOUN
501	9	.	PUNCT
502	1	Ularda	PRON
502	2	to‘qima	NOUN
502	3	va	CCONJ
502	4	organlar	NOUN
502	5	rivojlanmagan	VERB
502	6	.	PUNCT
503	1	Tаnаsi	NOUN
503	2	ikki	NUM
503	3	qаvаt	NOUN
503	4	bo‘lib	VERB
503	5	jоylаshgаn	VERB
503	6	hujаyrаlаrdаn	NOUN
503	7	ibоrаt	MOD
503	8	.	PUNCT
504	1	UMURTQALI	ADJ
504	2	HAYVONLARNING	NOUN
504	3	XILMA-XILLIGI	NOUN
504	4	.	PUNCT
505	1	Lansetniklar	NOUN
505	2	dengizlarning	NOUN
505	3	sayoz	ADJ
505	4	qismida	NOUN
505	5	qumga	NOUN
505	6	ko‘milib	VERB
505	7	yashaydi	VERB
505	8	.	PUNCT
506	1	Hayvonning	NOUN
506	2	paypaslagichlar	NOUN
506	3	bilan	ADP
506	4	o‘ralgan	VERB
506	5	og‘zi	NOUN
506	6	joylashgan	VERB
506	7	oldingi	ADJ
506	8	qismi	NOUN
506	9	qumdan	NOUN
506	10	chiqib+turadi	VERB
506	11	.	PUNCT
507	1	tanasining	NOUN
507	2	uzunligi	NOUN
507	3	5	NUM
507	4	–	PUNCT
507	5	8	NUM
507	6	cmga	NOUN
507	7	teng	ADJ
507	8	.	PUNCT
508	1	Tanasining	NOUN
508	2	orqa	NOUN
508	3	tomonida	ADP
508	4	orqa	NOUN
508	5	suzgichi	NOUN
508	6	,	PUNCT
508	7	tanasining	NOUN
508	8	keyingi	ADJ
508	9	tomonida	ADP
508	10	dum	NOUN
508	11	suzgichi	NOUN
508	12	joylashgan	VERB
508	13	.	PUNCT
509	1	O‘SIMLIKLARNING	NOUN
509	2	XILMA-XILLIGI	NOUN
509	3	.	PUNCT
510	1	SPORALI	ADJ
510	2	O‘SIMLIKLAR	NOUN
510	3	YANGI	ADJ
510	4	BILIMLARNI	NOUN
510	5	KASHF+ETAMIZ	VERB
510	6	.	PUNCT
511	1	O‘simliklar	NOUN
511	2	fotosintez+qilish	VERB
511	3	xususiyatiga	NOUN
511	4	ega	NOUN
511	5	avtotrof	ADJ
511	6	,	PUNCT
511	7	ko‘p	ADV
511	8	hujayrali	ADJ
511	9	eukariot	NOUN
511	10	organizmlar	NOUN
511	11	hisoblanadi	AUX
511	12	.	PUNCT
512	1	Fotosintez+qilish	VERB
512	2	xususiyatini	NOUN
512	3	yo‘qotgan	VERB
512	4	ayrim	ADJ
512	5	o‘simliklar	NOUN
512	6	boshqa	ADJ
512	7	o‘simliklarda	NOUN
512	8	parazitlik+qilib	VERB
512	9	hayot+kechiradi	VERB
512	10	.	PUNCT
513	1	Masalan	MOD
513	2	,	PUNCT
513	3	zarpechak	NOUN
513	4	,	PUNCT
513	5	shumg‘iya	NOUN
513	6	,	PUNCT
513	7	raffleziya	NOUN
513	8	kabi	ADP
513	9	o‘simliklar	NOUN
513	10	parazit	ADJ
513	11	organizmlardir	NOUN
513	12	.	PUNCT
514	1	URUG‘LI	ADJ
514	2	O‘SIMLIKLAR	NOUN
514	3	YANGI	ADJ
514	4	BILIMLARNI	NOUN
514	5	KASHF+ETAMIZ	VERB
514	6	.	PUNCT
515	1	Urug‘li	ADJ
515	2	o‘simliklar	NOUN
515	3	sporali	ADJ
515	4	o‘simliklardan	NOUN
515	5	farq+qilib	VERB
515	6	,	PUNCT
515	7	ko‘payish	VERB
515	8	uchun	ADP
515	9	urug‘larini	NOUN
515	10	tarqatadi	VERB
515	11	.	PUNCT
516	1	Urug‘da	NOUN
516	2	yosh	ADJ
516	3	o‘simlik	NOUN
516	4	unib+chiqishi	VERB
516	5	uchun	ADP
516	6	zarur+bo‘lgan	VERB
516	7	oziq	NOUN
516	8	moddalar	NOUN
516	9	zaxirasi	NOUN
516	10	mavjud	MOD
516	11	.	PUNCT
517	1	Bundantashqari	MOD
517	2	,	PUNCT
517	3	urug‘	NOUN
517	4	ichida	ADP
517	5	joylashgan	VERB
517	6	o‘simlik	NOUN
517	7	murtagi	NOUN
517	8	atrof-muhitning	NOUN
517	9	salbiy	ADJ
517	10	ta’siridan	NOUN
517	11	himoyalangan	VERB
517	12	.	PUNCT
518	1	Bu	PRON
518	2	moslanishlar	NOUN
518	3	urug‘li	ADJ
518	4	o‘simliklarning	NOUN
518	5	yashab+qolish	VERB
518	6	imkoniyatlarini	NOUN
518	7	oshiradi	VERB
518	8	.	PUNCT
519	1	ORGANIZMLARNING	NOUN
519	2	OZIQLANISHI	VERB
519	3	.	PUNCT
520	1	YANGI	ADJ
520	2	BILIMLARNI	NOUN
520	3	KASHF+ETAMIZ	VERB
520	4	.	PUNCT
521	1	Barcha	PRON
521	2	tirik	ADJ
521	3	organizmlar	NOUN
521	4	bilan	ADP
521	5	atrof-muhit	NOUN
521	6	o‘rtasida	ADP
521	7	uzluksiz	ADJ
521	8	modda	NOUN
521	9	va	CCONJ
521	10	energiya	NOUN
521	11	almashinuvi	VERB
521	12	sodir+bo‘ladi	VERB
521	13	.	PUNCT
522	1	Tirik	ADJ
522	2	organizmlardagi	NOUN
522	3	hayotiy	ADJ
522	4	jarayonlar	NOUN
522	5	,	PUNCT
522	6	ya’ni	SCONJ
522	7	hujayralardagi	NOUN
522	8	organik	ADJ
522	9	moddalar	NOUN
522	10	sintezi	NOUN
522	11	,	PUNCT
522	12	membrana	NOUN
522	13	orqali	ADP
522	14	moddalar	NOUN
